year,date,sitenumber,site,protocol,richness,EPT,MCI,SQMCI,Acarina,Dolomedes aquaticus,Hydra,Antiporus,Elmidae   ,Enochrus,Hydraenidae ,Hydrophilidae ,Ptilodactylidae ,Staphylinidae,Scirtidae ,Rhantus,Copelatus,Podaena,Liodessus,Collembola,Amphipoda,Paranthura,Tanaidacae,Cladocera,Copepoda,Isopoda,Ostracoda,Paracalliope,Paraleptamphopus ,Paranephrops ,Paratya,Anthomyiidae,Aphrophilia,Austrosimulium ,Ceratopogonidae,Chironomus,Chironomidae,Corynoneura,Culex,Culicidae,Dolichopodidae,Empididae,Ephydridae,Eriopterini ,Harrisius,Hexatomini ,Limonia,Limnophora,Lobodiamesa,Maoridiamesa,Mischoderus,Molophilus,Muscidae,Neocurupira ,Neolimnia,Nothodixa,Orthocladiinae,Paradixa ,Paralimnophila,Parochlus,Paucispinigera,Polypedilum,Psychodidae,Sciomyzidae,Stratiomyidae ,Tabanidae ,Tanypodinae,Tanytarsini,Tanytarsus,Thaumaleidae,Zelandotipula,Acanthophlebia ,Ameletopsis ,Arachnocolus ,Atalophlebioides,Austroclima ,Austronella,Coloburiscus ,Deleatidium ,Ichthybotus ,Isothraulus,Mauiulus,Neozephlebia ,Nesameletus ,Oniscigaster,Rallidens,Siphlaenigma,Tepakia,Zephlebia ,Anisops,Diaprepocoris,Microvelia,Saldidae,Sigara,Hirudinea,Hygraula,Archichauliodes,Ferrissia,Gyraulus,Hyridella,Latia,Lymnaeidae,Melanopsis,Physidae,Potamopyrgus ,Sphaeriidae,Nematoda,Nemertea,Nematomorpha,Kempynus,Aeschna,Anisoptera,Antipodochlora ,Austroletes,Hemicordulia,Procordulia,Uropetala,Xanthocnemis,Oligochaeta,Platyhelminthes,Acroperla,Austroperla ,Megaleptoperla ,Nesoperla,Spaniocerca,Stenoperla ,Taraperla,Zelandoperla ,Zelandobius ,Alloecentrella,Aoteapsyche ,Beraeoptera,Confluens,Costachorema ,Ecnomina ,Helicopsyche ,Hudsonema ,Hydrobiosella ,Hydrobiosis ,Hydrochorema,Neurochorema ,Oecetis,Oeconesidae,Olinga,Orthopsyche ,Oxyethira ,Paroxyethira ,Plectrocnemia ,Polyplectropus ,Psilochorema ,Pycnocentria ,Pycnocentrodes,Triplectides ,Tiphobiosis,Zelandoptila,Zelolessica,Polychaeta,Rhabdocoela,Ischnura,Mysidae,Bryozoa
2014,24/01/2014,6995,Te Muri @ Weir,Soft,23,8.695652174,71.39130435,2.928903226,A,,,,,R,,,,,,,,,,,,,,,,,C,VA,,,C,,,R,,A,,C,,,,,,,,,,,,,,,,,,,A,R,,,,A,,,,,A,C,,,,,,,,,,,,,,,,,,,,,,,,C,,C,C,,,,,,,R,,,VVA,,,,,,,,,R,,,,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,C,,,,,,,,
2014,4/02/2014,7948,Triangle road,Soft,21,4.761904762,67.71428571,2.261781609,C,,,,,,,,,,,,,,,R,,,,,,,C,,,,R,,,,,R,,,C,,,,,,,R,,,,,,,,,,,C,R,,,,A,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,A,A,,,A,,A,VVA,,,,,,,,,,,,,A,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,
2014,23/01/2014,7527,Vaughan Lower,Soft,17,11.76470588,54.58823529,2.486857143,R,,,,,,,,,,,,,,,C,,,,,,,C,A,,,VA,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,C,,,R,,,,,,,A,R,C,VVA,,,,,,,,,,,,,C,,R,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,A,,,,,,,,
2014,23/01/2014,7526,Vaughan Upper,Soft,18,27.77777778,112.8888889,5.501621622,C,,,,,,,,R,,,,,,,,,,,,,,C,VA,,R,,,,,,C,,,,,,,,,R,,,,,,,,,,,,,A,,,,C,,,,,R,,,,,,,,,,,,,,,,,,,,,C,VA,,,,,,,,,,,,,,,,VA,C,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,C,,C,,,,,,,,
2014,28/01/2014,8569,Wairoa @ Caitchen Rd Trib,hard,24,45.83333333,137.5,5.697225573,,,,,C,,C,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,C,,,,,,,,,,,,,,,R,,,,,C,,,,,R,C,,,,R,,,,A,,VA,A,,,,,R,,,,,A,,,,,,,,A,,,,,,,,VVA,,,,,,,,,,,,,,,,,A,C,,,C,,,,,,,,,,A,,A,C,,,,,A,A,,,,,,,,,,,,,,,,
2014,28/01/2014,8553,Wairoa LTB,soft,31,25.80645161,103.1612903,3.671904762,C,,,,C,,,,,,,,,,,,,,,,,,,VA,,,C,,,C,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,A,,,,,R,R,,,,,,,,C,,R,,,,,,,,,,,VA,,,R,,,R,,R,,,,R,,,A,VVA,C,,,,,,,,,,,,C,R,,,,,,,,,,,,R,,,,,,R,,C,,,R,,,,R,,,R,,C,A,A,,,,,,,,
2014,21/01/2014,44619,Waitakere River,hard,25,24,101.6,5.309789343,,,,,VVA,,,,R,,,,,,,,,,,,,,,R,,,,,C,,,,,,,,,R,,,R,,,,,R,R,,,,,,A,,,,,A,,,,,,R,,,,,,,,C,,R,C,,,,,,,R,,,,,,,,,,,A,,,,R,,,,VA,,,,,,,,,,,,,,C,C,,,,,,,,,R,,VA,,,R,,,,,C,,,,,,,,,,,,,C,,,,,,,,,
2014,17/01/2014,7153,Waiwera R @ Waiwera Rd,soft,19,10.52631579,86.10526316,3.896610169,C,,,,,,,,,,,,,,,,,,,,,,,A,,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,C,,,R,,,A,VVA,C,,,,,,,R,C,,,,A,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,VVA,,,,,,,,
2014,31/01/2014,45745,Waiwhiu @ Frith,soft,30,23.33333333,87.4,3.181997677,C,,,,C,,,,,,,,,,,R,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,A,R,,,,A,,,,,A,C,,,,,,,,A,,R,C,,,,,,,,,,A,,,,,R,C,,R,,,,,A,,A,VVA,R,,,,,,,,R,,,,A,,R,,,,,,,,,,,A,,,,,,,,R,,,R,,,,C,,,,,,A,VA,,,,,,,,
2014,20/01/2014,44470,Wekatahi,Hard,33,36.36363636,124.8484848,5.565128205,C,,,,,,A,,R,,,,,,,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,R,,,,,,,,,,C,,,,,A,,,,,R,A,,,,C,,,,A,,VA,A,,,R,R,,,,,,A,,,,,,,,C,,,,C,,,,VVA,,,,,,,,,,,,,,,R,,R,,,,,,R,,,A,,,A,,C,A,R,A,,A,,,VA,R,,,,,,,C,,,,,,,,,
2014,17/01/2014,7213,West Hoe LTB,soft,15,26.66666667,109.4666667,3.527906977,C,,,,,,,,,,,,,,,R,,,,,C,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,C,,,,C,,,,,,R,,,,,,,,,,R,,,,,C,,,,,,A,,,,,,,,,,,,,,,,VA,,R,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,
2014,4/01/2014,43822,Whangapouri Ck ds Hickey Springs,Soft,22,9.090909091,70.81818182,1.92244143,R,,,,,,,,,,,,,,,R,,,,,,,VA,C,R,,,,,A,,,,A,,,,,R,,,,C,,,,,,,,,,VA,R,,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,VA,,,R,,VVA,VVA,,,,,,,,,,,,,VA,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,A,,,,,,,,
2015,16/01/2015,44030,Anns Creek @ Hamlins Hill,soft,16,12.5,64,3.522073579,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,A,,,,VVA,,,,,VA,C,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,R,,,,C,,,VA,,A,C,,C,,,,,,,,,,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,C,,,,,,,,
2015,7/01/2015,8023,Avondale @ Reserve,soft,25,20,93.84,3.656111834,A,,,,,,,,,,,,,,,,,,,C,A,,VA,VVA,,R,,,,,A,,,,,,,,,,A,R,,,,,,,,,,,C,R,,,,A,,,,,,A,,,,,,,,,,,,,,,,,,,,,A,,,C,,,,,,,,,,C,,,VVA,VA,,C,,,,,,,,,,A,VA,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,A,,,C,,A,,,,,,,,
2015,7/01/2015,8019,Avondale @ Shadbolt Park,soft,22,13.63636364,78.63636364,3.062009804,,,,,,,,,,,,,,,,,,,,,C,,,VA,,,R,,,,,C,,,,,,C,,,C,,,,,,R,,,,,,,,,,,A,,,,,C,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,C,,,C,R,,,,,C,VVA,A,,,,,,,,,,,,C,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,R,,,C,,,,,,,,
2015,7/01/2015,8022,Avondale @ Thuja,soft,20,10,68.7,2.485462555,C,,,,,,,,,,,,,,,,,,,,,,C,A,,,R,,,,,C,,,,,,C,,,C,,,,,,,,,,,,,,,,,C,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,A,,,,,A,VVA,A,,C,,,,,,,,,,C,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,A,,,,,,,,,,,,
2015,22/01/2015,7309,Awanohi Mid,soft,24,16.66666667,98.33333333,3.55160221,A,,,,,,,,,,,,,,,,R,,,,,,,VA,,R,C,,,,C,C,A,,,,,,,,,,,,,,,,,,,,,A,,,,,C,,,,A,A,,,,,,,,,,,,,,,,,,,,,C,,,A,,,,,,C,,,,,,R,VVA,,,C,,,,,R,,,,,C,A,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,A,,,,VA,,,,,,,,
2015,27/01/2015,45742,Awarere @ Dibble,soft,22,40.90909091,130.9090909,7.48899177,A,,,,,,,,A,,,,,,,,C,,,,,,,,,R,,,,,,,,,,,,,,C,,,,,,,,,,,,,C,C,,,,,,,,,,C,,,,,,,,,,VA,VA,A,,,C,A,,,,,VVA,,,C,,,,,C,,,,,,,,A,,,,,,,,,,,,,,VA,,,,,,,,,,,,,,,,,,,,C,,,,R,,C,,,,,A,,,,,,,,,,,
2015,21/01/2015,44618,Cascades LTB,Hard,31,29.03225806,96.12903226,3.684079602,,,,,A,,,,R,,,,,,,,,,,,,,,,,,,,R,C,C,R,,,,,,A,,,,,,,,,R,,R,,,,R,,,,,R,,,,,C,,,,,,,,,C,,,R,,,,,C,,,,,,,,,,,,,C,R,,,C,,,,VA,,,,,,,,,,,,,,A,,,,C,,,,,,,,A,,,R,,,R,,C,,R,,,,,VA,A,,C,,,A,A,,,,,,,,
2015,14/01/2015,7548,Castor @ Braemar,soft,24,4.166666667,65.66666667,2.768091895,A,,,,,,,,,,,,,,,,R,,,,C,,VA,,,,R,,,A,,A,,,,,,,,,,C,,,,,,,A,,,,VA,,,,,A,C,,,,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,A,,,C,,VA,VVA,A,,,,,,,,,,,,A,VVA,A,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,
2015,19/01/2015,7721,Chatswood,Hard,18,11.11111111,72.22222222,2.398963731,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,R,VA,,,,,C,,,,C,C,,,,,,,,,,VA,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA,,,,,VA,C,,,,,,,,R,,,,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,C,A,,,,,,,,,,,,,,,
2015,15/01/2015,6606,Duck Creek @ Trotters,soft,33,12.12121212,79.63636364,3.987407407,VVA,,,,,,,,,,R,,,,C,,R,,,,C,,VA,,C,,,,,,C,,,,,,,,,,,,,,,,,,,,,,A,A,C,,,VA,C,,,,A,A,,,C,,,,,,,,,,,,,,,,,,,C,,A,,,A,,,C,C,,,A,,VA,VVA,A,,,,,,,,,R,,,VA,A,C,,,,,,,,,,,,,,,,,,,,,,,R,,,A,,,R,,,,VVA,,,,,,,,
2015,16/01/2015,8407,Duders,soft,24,8.333333333,83,4.226197418,VA,,,,,,,,,,,,,,,,,,,,VA,,VVA,VA,,,,,,,A,C,,A,,,,,,,,A,,,,,,,C,,,,A,VA,,,,VA,A,,,,VVA,C,,,R,,,,,,,,,,,,,,,,,,,,,VA,,,,,,,,,,A,,,VVA,A,,,,,,,,,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,VA,,,,,,,,,,,,
2015,19/01/2015,7722,Eskdale Lower,soft,20,10,76.8,2.641917503,,,,,,,,,,,,,,,,,,,,,C,,C,A,,,R,,,,,R,VA,,R,,,,,,,,,,,,,,,,,,C,C,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,VA,VVA,A,,,,,,,,,,,,C,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,VA,,,,,,,,
2015,19/01/2015,7723,Eskdale Mid,soft,24,8.333333333,90.83333333,4.377322835,C,,,,,,,,,,,,,,,,C,,,C,,,C,VA,,R,R,,,,,A,,,,,,,,,C,,,,,,,,,,,,C,VA,,,,A,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,VA,VA,A,C,,,,,,R,,,,,R,C,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,R,,,,VA,,,,,,,,
2015,19/01/2015,7724,Eskdale Upper,soft,19,26.31578947,103.4736842,4.672535211,R,,R,,,,,,,,,,,,,,,,,,A,,,A,,R,C,,,,,C,,,,,,,,,,,,,,,,,,,,,C,C,,,,A,,,,,R,,,,,,,,,,,,,,,,R,,,,,,C,,,,,,,,,C,,,,,,,A,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,A,,,,,,,,
2015,23/01/2015,45416,Kaukapakapa Ref,soft,20,30,119,6.095833333,VA,,,,,,,R,,,,,,,,,,,,,C,,,C,,,,,,,,,,,,,,C,,,,C,,,,,,,,,,,A,VA,,,,A,,,,,C,,,,,,,,,C,,C,,,,,,,,,,,VA,,,,,,,,,,,,,,,,VA,C,,,,,,,R,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,R,,,A,,,,,,,,
2015,28/01/2015,43512,Kauritutahi (Awhitu),soft,21,28.57142857,125.2380952,5.839587242,,,,,C,,,C,,,,,,,,,C,,,,,,,,VA,,,,,,,,,,,,,,,,C,A,C,,,,,,,,,C,A,,,,,R,C,,,,,,,,,,,,,C,,A,,,,,,,,,,,VA,,,,,,,,,,,,,,,,VA,,,,,,,,R,,,,,,,C,,,,,,,,,,,,,,,,,,,R,,,,,,A,,,,,C,VA,,,,,,,,,,
2015,21/01/2015,45369,Kumeu @ Weza,soft,23,4.347826087,54.52173913,3.241697971,C,,,,,,,,,,,,,,,,A,,,,C,,R,VVA,,,C,,,,,,,C,,,,,C,,,,,,,,,,,,,,VA,,,,,C,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,R,C,,,R,R,,,,,A,VVA,R,,,,,,,,,R,,,A,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,VA,,,,,,,,,,,,,,,
2015,8/01/2015,8027,La Rosa reserve TL (North Stream),Hard,18,11.11111111,67.77777778,3.986175115,C,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,A,,C,,,,,,,,,,,,,,,R,,,,,,A,,,,,C,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,R,,A,VVA,A,,C,,,,,,,,,,,VA,R,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,VA,,,,,,,,,,,,
2015,8/01/2015,8026,La Rosa reserve TR (South Stream),Hard,26,15.38461538,75.38461538,2.657878217,C,,,,,,,,,,,,,,,,,,,,,,A,A,,,,,,,,A,C,,,,,,C,,,,C,,,,,,R,,,,VA,,,,,,,,,,A,C,,,R,,,,,,,,,,,,,,,,,,,R,,,,A,A,,,,VA,,,A,,VA,VVA,C,C,,,,,,,,,,,,VVA,,C,,,,,,,,,,,,,,,,,,,,,,,,,VA,,,C,,,,C,,,,,,,,
2015,19/01/2015,7725,Lignite,soft,22,9.090909091,91.63636364,2.713555556,C,,,,R,,,,,,,,,,,,R,,,,,,,C,,,,,,C,,C,,,,,,,,,C,,,,,,,,,,,,C,C,,,,A,C,,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,VA,VVA,VA,,,,,,,,,,,,R,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,VA,,,,,,,,
2015,22/01/2015,7899,Lucas LTB @ Tennis,Soft,17,11.76470588,72.58823529,2.418455971,,,,,,,,,,,,,,,,,R,,,,,,,A,,,,,,C,,,,,,,,C,,,,,,,,,,,,,,,C,C,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,A,,VA,VVA,,,C,,,,,,,,,,A,A,A,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,VA,,,,,,,,
2015,20/01/2015,6850,Mahurangi LTB,soft,29,27.5862069,110.6206897,4.060654206,,,,,R,,,R,,,,,,,,,,,,,,,,VA,,R,C,,,R,,,,,,,,C,,,,,,,,,,,,,,,C,A,,,,C,C,,,,,A,,,R,,,,,C,,R,A,,,,,,,,,,VA,,,VA,,,,,,,,,,,,,VVA,,,,,,,,R,,,,,R,A,,,,,,,,,,,,R,,,,,,A,,R,,,,,,,A,,,C,,,C,VA,,,,,,,,
2015,22/01/2015,44460,Marawhara ,Hard,34,47.05882353,132.3529412,4.661473088,,,,,C,,C,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,R,,,,,,C,,,,,R,,R,C,,C,A,,,,R,C,,R,,,C,,,,,,,,R,,,,R,,,,VVA,,,,,,,,,,,,,,,R,,R,,,,,,,,,C,C,,,,R,R,R,R,,R,,,A,R,,,R,,R,,VA,R,,,,,,,,
2015,15/01/2015,6604,Matakana LTB,soft,16,25,96.125,2.607781457,,,,,,,,,,,,,,,,,,,,,,,,C,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,,A,,,,,C,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,C,,,,,,,VVA,,,,,,,,,,R,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,R,,,,A,,,,,,,,
2015,28/01/2015,43720,Mauku Stream @ STP,soft,22,13.63636364,86.63636364,3.307920792,C,,C,,,,,,,,,,,,,,VA,,,,,,,A,,,C,,,C,C,,,VA,,,,,,,C,,,,,,,,,,,,A,C,,,,VA,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,A,VVA,,,A,,,,,,,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,C,,,A,,,,,,,,
2015,15/01/2015,45605,Mt Auckland,Hard,19,21.05263158,93.68421053,6.197903014,A,,,,,,,R,,,,,,,,,,,,,,,,,A,C,,,,,,,,,,,,C,,,,,,,,,,,,,,,C,A,C,,,C,,,,,,C,,,,,,,,,,,,,,,,A,,,,,VVA,,,A,,,,,,,,,,,,,VA,R,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,C,,,,A,,,,,,,,
2015,28/01/2015,1043824,Ngakaroa LTB,soft,33,21.21212121,83.21212121,2.899089585,A,,,,,,,,,,,,,,,,C,,,,,,VVA,,,R,,,,VA,,,,C,,,,,R,,,,,,,,,,,,,,A,A,,,,VA,,,,,A,,,,,,,,,,,,,,,,,,,,,,C,,R,VA,,A,C,,,,A,,,,,VVA,VVA,,C,C,,,,,,,R,,,VA,A,C,,,,,,,,,,,,,,,,,C,,R,,,,,,,VA,A,A,A,R,,,VVA,,,,,,,,
2015,20/01/2015,7171,Nukumea Upper,Soft,16,37.5,108.625,4.623728814,C,,,,,,,,,,,,,,,,,,,,,,,C,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,C,,C,,,,,,,,,,,R,,,R,,,,,,,,R,,,,,A,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,R,,,,,,,,
2015,9/01/2015,8128,Oakley @ Richardson Road,Hard,15,13.33333333,69.33333333,3.4765625,C,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,A,,,,,,,,,,,,,,,,,,,A,,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA,A,,,,C,,,,,,VVA,,,C,,,,,,,,,,C,VA,C,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,R,,,,,,,,
2015,9/01/2015,108127,Oakley @ Walmsley Park,Hard,12,8.333333333,70,3.729226361,,,,,,,,,,,,,,,,,,,,,,,C,A,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,C,A,,,,VA,,,,,A,VVA,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,
2015,9/01/2015,108126,Oakley @ War Memorial Park,Hard,16,12.5,67.5,2.903806934,VA,,,,,,,,,,,,,,,,,,,,,,,VA,,,,,,VA,,,,,,,,,C,,,,,,,,,,R,,,,VVA,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,VVA,,,C,,VVA,VVA,,,,,,,,,,,,,,VA,A,,,,,,,,,,,,,,,,,,,,,,,,,,VVA,,,,,,,R,,,,,,,,
2015,9/01/2015,10812,Oakley Creek @ May Road,hard,18,5.555555556,70,2.701421801,VA,,,,,,,,,,,,,,,,,,,C,C,,,VA,,,,,,A,,,,,,,,,,,,,,,,,,,C,,,,VVA,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,A,VVA,,,,,VA,VA,,,C,,,,,,,,,,C,VA,C,,,,,,,,,,,,,,,,,,,,,,,,,,VVA,,,,,,,,,,,,,,,
2015,6/01/2015,8177,Oakley LTB,soft,16,12.5,69,2.652807487,A,,,,,,,,,,,,,,,,,,A,,,,,C,,,VA,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,C,VVA,C,,,,,,,,,R,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,A,,,,,,,,
2015,27/01/2015,7313,Okura Reserve,soft,22,36.36363636,123.4545455,4.664044944,,,,,,,,,,,,,,,,,R,,,,,,,,,R,A,,,,,,,,,,,C,,C,,R,,,,,,,,,,,,C,,,,A,,,,,A,C,,,,,,,,,,,,,,,,,,,,,A,,,A,,,,,,,,,,,,,VA,,,,R,,,,,,,,,C,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,C,C,,A,,C,,,,,,
2015,27/01/2015,7314,Okura Trib 1,soft,30,20,89.66666667,4.45,C,,,,,,,,C,,,,,,,,,,,,,,R,VA,,C,C,,,,,R,C,C,,,,,,,C,C,,,,,,,,,,,A,A,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,C,,,R,,,,,,C,,R,,,,C,VA,A,C,,,,,,,,,,,C,A,R,,,,,,,,,,,,,,,,,,,,,,,R,,,C,,,C,,A,,VA,,,,,,,,
2015,27/01/2015,7315,Okura Trib 2,soft,16,12.5,99.75,4.190547264,,,,,,,,,,,,,,,,,A,,,,C,VA,,VA,,R,A,,,,,C,,,,,,,,,,,,,,,,,,,,,,C,,,,C,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,VA,,,,,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,A,,,,,,,,
2015,19/01/2015,7726,Onepoto @ Kauri Glen park,soft,24,16.66666667,88.16666667,4.190207715,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,R,,R,,,,,,,,,R,R,,,,,,,,,,,A,A,,,,C,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,C,,R,,,,,R,,,,,A,VA,C,,C,,,,R,R,,,,,R,A,,,,,,,,,,,,,,,,,,,,,,,,,,A,R,,,R,,,,VA,,,,,,,,
2015,21/01/2015,7925,Opanuku LTB,Hard,34,17.64705882,85.29411765,3.735170761,A,,,,VA,,,,,,,,,,,,R,,,,,,,,,,,,A,A,,C,,,,,,A,,,C,,,,,,C,,R,,,,VA,C,,,,A,,,,,C,VA,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,C,A,,,VA,,,A,VVA,A,,,,,,,R,,,,,,VA,A,,,C,,,,,,C,,VA,,,,,,A,,R,,,C,,,,VA,,,,,,VA,VA,,,,,,,,
2015,28/01/2015,8608,Orere A,Hard,32,43.75,131.875,7.730195178,C,,,,R,,A,,A,,,,,,,,,,,,,,,,R,,,,C,,,,,,,,,C,,,,,,,,,,R,,,,,A,,,,,A,,,,,,,,,,A,R,,,VA,,VA,VA,A,,,C,C,,,,,VA,,,,,,,,A,,,,,,,,A,,,,,,,,,,,,,,C,A,,,C,,,,,,,,,,,,,A,C,R,C,,,,,VA,VA,,,,,R,A,,,,,,,,,,
2015,28/01/2015,8609,Orere B,Hard,30,46.66666667,137.3333333,6.594240838,R,,,,C,,A,,R,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,C,,,,,,,,,,R,C,,,A,,A,A,C,,,,C,,,,,VA,,,,,,,,R,C,,,,,,,VA,,,,,,,,,,,,,,C,R,,R,C,,,R,,,,,,,,,,R,,R,C,,R,,,A,A,,,,,,,,R,,,,,,,,
2015,21/01/2015,7172,Otanerua,Soft,16,18.75,102.375,4.189189189,C,,,,,,,,R,,,,,,,,,,,,,,,,,,R,,,,,C,A,,,,,,,,,R,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,,,,,,,,,,,,,A,R,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,C,,,,,,
2015,13/01/2015,8241,Otara LTB,soft,16,6.25,43.125,1.985150812,A,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,VA,A,,,C,,VA,VVA,C,,,,,,,,,R,,,A,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,
2015,22/01/2015,107801,Oteha LTB,soft,13,15.38461538,52.92307692,2.561320755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA,,,,,R,,,,,,,,,R,,,,,,,,,,,,,,,,,,,C,,,,,,,,,VA,,,C,,A,VVA,,,,,,,,,,R,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,VA,,,,,,,,
